"participant","prompt","stimulus","stimulus_voice","word_pair","vowel_1","vowel_2","vs","vowel_same","v1_type","v2_type","v_types","v_types_shorthand","vm1","vm2","manipulation_matching","block","slider_response"
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big pig</p>","bigpig-p04-cc","p04","bigpig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,4,0.738
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big kid</p>","bigkid-p08-ii","p08","bigkid","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,4,0.221
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big pack</p>","bigpack-p06-cc","p06","bigpack","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,4,0.236
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big kid</p>","bigkid-p05-cc","p05","bigkid","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,4,0.343
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>pig dig</p>","pigdig-p01-ii","p01","pigdig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,4,0.748
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p08-ci","p08","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,4,0.338
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p05-ii","p05","bigdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,4,0.324
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big gap</p>","biggap-p01-ci","p01","biggap","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,4,0.768
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>pig dig</p>","pigdig-p07-cc","p07","pigdig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,4,0.699
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p06-ii","p06","bigfig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,4,0.733
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p07-ic","p07","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,0.714
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p05-cc","p05","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,4,0.348
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p08-ci","p08","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,4,0.304
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad kick</p>","badkick-p07-ii","p07","badkick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,4,0.314
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p08-cc","p08","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,0.304
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p08-ii","p08","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,0.246
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad dad</p>","baddad-p08-cc","p08","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,0.022
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dig big</p>","digbig-p06-cc","p06","digbig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,4,0.407
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p08-cc","p08","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,4,0.181
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p04-ci","p04","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,4,0.061
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p05-cc","p05","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,4,0.16
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p04-ii","p04","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,0.124
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p08-ic","p08","bigdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,4,0.23
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big pack</p>","bigpack-p06-cc","p06","bigpack","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,4,0.428
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>pig dig</p>","pigdig-p07-cc","p07","pigdig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,4,0.169
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p06-ci","p06","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,0.331
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big kick</p>","bigkick-p05-ci","p05","bigkick","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,4,0.321
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big pick</p>","bigpick-p04-cc","p04","bigpick","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,4,0.275
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big pig</p>","bigpig-p06-ci","p06","bigpig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,4,0.355
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p04-ci","p04","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,1,0.124
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p07-cc","p07","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,1,0.24
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad dad</p>","baddad-p05-ci","p05","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,1,0.282
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big kick</p>","bigkick-p04-ii","p04","bigkick","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,1,0.228
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p06-ii","p06","badpig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,1,0.401
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad dad</p>","baddad-p07-ci","p07","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,1,0.311
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>tag back</p>","tagback-p01-ic","p01","tagback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,0.136
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p07-ci","p07","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,1,0.42
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>back kick</p>","backkick-p06-ci","p06","backkick","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,1,0.444
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p08-ci","p08","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,1,0.188
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p05-ii","p05","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,0.436
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>pick dad</p>","pickdad-p01-cc","p01","pickdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,1,0.455
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p04-cc","p04","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,0.58
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>back kick</p>","backkick-p07-ci","p07","backkick","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,1,0.572
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad kid</p>","badkid-p01-ci","p01","badkid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,1,0.345
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p08-ii","p08","badgig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,1,0.216
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p07-ii","p07","bigdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,1,0.256
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p08-ic","p08","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,0.284
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p06-ic","p06","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,0.345
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>kick back</p>","kickback-p05-ii","p05","kickback","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,1,0.325
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p05-cc","p05","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,1,0.422
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p01-cc","p01","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,1,0.404
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>thick pig</p>","thickpig-p08-ii","p08","thickpig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,1,0.401
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>pig dig</p>","pigdig-p01-ci","p01","pigdig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,1,0.359
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>back kick</p>","backkick-p05-ci","p05","backkick","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,1,0.56
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cab back</p>","cabback-p01-cc","p01","cabback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,0.574
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p05-ci","p05","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,1,0.655
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dig big</p>","digbig-p01-ii","p01","digbig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,1,0.617
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big kid</p>","bigkid-p08-ci","p08","bigkid","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,1,0.652
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p04-ic","p04","bigdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,1,0.626
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p07-ii","p07","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,0.379
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad kick</p>","badkick-p01-ii","p01","badkick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,1,0.388
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>kick back</p>","kickback-p06-ii","p06","kickback","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,1,0.568
"exp1271","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p04-cc","p04","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,1,0.6
